epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,4494.16,1.05217,0.57926,1.18571,0.8062,0.83584,0.8722,0.54142,1.15608,0.41231,1.31309,0.0284655,0.0094885,0.0284655,0.0094885,0.0284655,0.0094885,0.0284655,0.0094885
126,4530.14,1.03574,0.57742,1.18307,0.97487,0.83435,0.88707,0.5362,1.10497,0.39427,1.29144,0.0284531,0.00948437,0.0284531,0.00948437,0.0284531,0.00948437,0.0284531,0.00948437
127,4566.19,1.05702,0.58869,1.19504,0.8641,0.78322,0.82815,0.5541,1.1185,0.40761,1.2981,0.0284408,0.00948025,0.0284408,0.00948025,0.0284408,0.00948025,0.0284408,0.00948025
128,4602.01,1.0482,0.57188,1.19029,0.96781,0.79684,0.90443,0.53325,1.12357,0.3934,1.3109,0.0284284,0.00947613,0.0284284,0.00947613,0.0284284,0.00947613,0.0284284,0.00947613
129,4638.02,1.05621,0.59619,1.1887,0.87944,0.75454,0.89433,0.51147,1.13564,0.39821,1.29911,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472
130,4674,1.06568,0.6032,1.19559,0.82702,0.78172,0.83278,0.49413,1.168,0.41794,1.33224,0.0284036,0.00946788,0.0284036,0.00946788,0.0284036,0.00946788,0.0284036,0.00946788
131,4709.98,1.05914,0.58589,1.18833,0.79678,0.87965,0.89073,0.54814,1.1461,0.40752,1.32496,0.0283912,0.00946375,0.0283912,0.00946375,0.0283912,0.00946375,0.0283912,0.00946375
132,4745.9,1.05431,0.59128,1.18391,0.72619,0.78333,0.77896,0.5015,1.14887,0.42263,1.32448,0.0283789,0.00945963,0.0283789,0.00945963,0.0283789,0.00945963,0.0283789,0.00945963
133,4781.98,1.05397,0.59296,1.18466,0.82219,0.80601,0.85494,0.50139,1.15089,0.41452,1.31588,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
134,4818.03,1.04254,0.57524,1.18322,0.89671,0.82005,0.86851,0.53838,1.16345,0.41924,1.33239,0.0283541,0.00945137,0.0283541,0.00945137,0.0283541,0.00945137,0.0283541,0.00945137
135,4854.01,1.05462,0.57515,1.18279,0.76668,0.89032,0.84161,0.49203,1.13888,0.40487,1.30131,0.0283417,0.00944725,0.0283417,0.00944725,0.0283417,0.00944725,0.0283417,0.00944725
136,4889.97,1.04766,0.58693,1.18545,0.83108,0.925,0.90582,0.52591,1.14877,0.40964,1.32077,0.0283294,0.00944313,0.0283294,0.00944313,0.0283294,0.00944313,0.0283294,0.00944313
137,4926.09,1.04945,0.58678,1.18888,0.95471,0.83641,0.88412,0.5233,1.14341,0.40483,1.31982,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439
138,4962.04,1.05464,0.59609,1.19155,0.7624,0.92767,0.88808,0.54289,1.17303,0.40514,1.32207,0.0283046,0.00943487,0.0283046,0.00943487,0.0283046,0.00943487,0.0283046,0.00943487
139,4998.16,1.049,0.57735,1.18207,0.81776,0.75833,0.81139,0.49324,1.14538,0.40732,1.32421,0.0282922,0.00943075,0.0282922,0.00943075,0.0282922,0.00943075,0.0282922,0.00943075
140,5034.15,1.03207,0.57113,1.17391,0.89804,0.79972,0.8757,0.53559,1.12141,0.38524,1.29445,0.0282799,0.00942663,0.0282799,0.00942663,0.0282799,0.00942663,0.0282799,0.00942663
141,5070.26,1.04382,0.57663,1.18217,0.74939,0.87538,0.87698,0.53486,1.10991,0.39847,1.29407,0.0282675,0.0094225,0.0282675,0.0094225,0.0282675,0.0094225,0.0282675,0.0094225
142,5106.25,1.04417,0.58219,1.18428,0.79221,0.89439,0.85827,0.52375,1.12312,0.39108,1.30502,0.0282551,0.00941837,0.0282551,0.00941837,0.0282551,0.00941837,0.0282551,0.00941837
143,5142.16,1.045,0.59186,1.19001,0.86796,0.8871,0.89603,0.56029,1.12341,0.39247,1.30177,0.0282427,0.00941425,0.0282427,0.00941425,0.0282427,0.00941425,0.0282427,0.00941425
144,5178.16,1.04164,0.58395,1.18872,0.87757,0.80623,0.83678,0.5173,1.10266,0.39916,1.28247,0.0282304,0.00941013,0.0282304,0.00941013,0.0282304,0.00941013,0.0282304,0.00941013
145,5214.22,1.03876,0.5748,1.18431,0.83937,0.87553,0.89369,0.55038,1.15405,0.42003,1.32121,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
146,5250.14,1.03727,0.57967,1.1859,0.87953,0.83205,0.88597,0.55526,1.12865,0.38616,1.29992,0.0282056,0.00940188,0.0282056,0.00940188,0.0282056,0.00940188,0.0282056,0.00940188
147,5286.18,1.03587,0.57608,1.18127,0.8548,0.80464,0.87097,0.52587,1.13754,0.38965,1.31562,0.0281932,0.00939775,0.0281932,0.00939775,0.0281932,0.00939775,0.0281932,0.00939775
148,5322.21,1.03278,0.58274,1.17708,0.8833,0.88163,0.89077,0.50095,1.14688,0.3977,1.33263,0.0281809,0.00939363,0.0281809,0.00939363,0.0281809,0.00939363,0.0281809,0.00939363
149,5358.31,1.03998,0.57988,1.17775,0.74471,0.88976,0.88717,0.51697,1.13536,0.40543,1.30893,0.0281685,0.0093895,0.0281685,0.0093895,0.0281685,0.0093895,0.0281685,0.0093895
150,5394.3,1.04083,0.57478,1.1796,0.78962,0.88824,0.86559,0.54138,1.14725,0.40947,1.31911,0.0281561,0.00938537,0.0281561,0.00938537,0.0281561,0.00938537,0.0281561,0.00938537
151,5430.3,1.03285,0.57534,1.17847,0.88943,0.85552,0.8932,0.47522,1.16384,0.42058,1.34269,0.0281437,0.00938125,0.0281437,0.00938125,0.0281437,0.00938125,0.0281437,0.00938125
152,5466.29,1.02756,0.58476,1.18173,0.85686,0.78977,0.88038,0.51273,1.13508,0.4143,1.32181,0.0281314,0.00937713,0.0281314,0.00937713,0.0281314,0.00937713,0.0281314,0.00937713
153,5502.37,1.02477,0.56266,1.16902,0.81925,0.80625,0.8221,0.48053,1.15516,0.43257,1.3194,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373
154,5538.37,1.02597,0.56105,1.18125,0.82072,0.80833,0.79583,0.4859,1.13817,0.41257,1.31552,0.0281066,0.00936888,0.0281066,0.00936888,0.0281066,0.00936888,0.0281066,0.00936888
155,5574.32,1.04331,0.57545,1.18193,0.82144,0.82036,0.78339,0.4319,1.14181,0.4199,1.31749,0.0280942,0.00936475,0.0280942,0.00936475,0.0280942,0.00936475,0.0280942,0.00936475
156,5610.35,1.02929,0.56857,1.17177,0.83869,0.79583,0.80306,0.48864,1.14856,0.41806,1.33046,0.0280819,0.00936063,0.0280819,0.00936063,0.0280819,0.00936063,0.0280819,0.00936063
157,5646.41,1.01715,0.5633,1.16278,0.9578,0.85,0.88229,0.50679,1.1349,0.40758,1.31168,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
158,5682.45,1.02933,0.56143,1.17618,0.79705,0.87137,0.866,0.51224,1.13165,0.4082,1.31124,0.0280571,0.00935237,0.0280571,0.00935237,0.0280571,0.00935237,0.0280571,0.00935237
159,5718.39,1.03432,0.57167,1.18434,0.82586,0.82083,0.88864,0.52508,1.12073,0.39414,1.31114,0.0280448,0.00934825,0.0280448,0.00934825,0.0280448,0.00934825,0.0280448,0.00934825
160,5754.4,1.02042,0.55892,1.17265,0.8157,0.85141,0.85853,0.47921,1.14001,0.39074,1.31734,0.0280324,0.00934413,0.0280324,0.00934413,0.0280324,0.00934413,0.0280324,0.00934413
161,5790.45,1.01379,0.55457,1.16339,0.84318,0.78333,0.83273,0.47629,1.17167,0.40503,1.32973,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
162,5826.36,1.02555,0.55829,1.17294,0.83506,0.77083,0.83463,0.50676,1.13471,0.40384,1.31764,0.0280076,0.00933587,0.0280076,0.00933587,0.0280076,0.00933587,0.0280076,0.00933587
163,5862.36,1.01771,0.56789,1.16052,0.85791,0.7904,0.8521,0.48861,1.14933,0.40612,1.31512,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175
164,5898.36,1.02298,0.56957,1.17077,0.83595,0.78333,0.83912,0.51276,1.13825,0.40407,1.3201,0.0279829,0.00932763,0.0279829,0.00932763,0.0279829,0.00932763,0.0279829,0.00932763
165,5934.46,1.0206,0.56628,1.1674,0.72319,0.83428,0.82904,0.48762,1.15298,0.40801,1.33404,0.0279705,0.0093235,0.0279705,0.0093235,0.0279705,0.0093235,0.0279705,0.0093235
166,5970.5,1.0197,0.55767,1.1705,0.82836,0.84583,0.87543,0.47068,1.14999,0.39145,1.31688,0.0279581,0.00931937,0.0279581,0.00931937,0.0279581,0.00931937,0.0279581,0.00931937
167,6006.46,1.0126,0.55927,1.16552,0.79113,0.79406,0.85484,0.48998,1.11765,0.40778,1.30921,0.0279457,0.00931525,0.0279457,0.00931525,0.0279457,0.00931525,0.0279457,0.00931525
168,6042.42,1.02026,0.56416,1.17624,0.81337,0.81591,0.84659,0.486,1.10117,0.38468,1.30221,0.0279334,0.00931112,0.0279334,0.00931112,0.0279334,0.00931112,0.0279334,0.00931112
169,6078.5,1.01949,0.5544,1.1687,0.85416,0.85393,0.89008,0.54497,1.12681,0.39136,1.30393,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
170,6114.48,1.02019,0.56945,1.16657,0.90076,0.80421,0.837,0.50189,1.14087,0.41259,1.32381,0.0279086,0.00930288,0.0279086,0.00930288,0.0279086,0.00930288,0.0279086,0.00930288
171,6150.46,1.01746,0.56126,1.17104,0.90302,0.84329,0.91303,0.55308,1.13044,0.39034,1.32045,0.0278963,0.00929875,0.0278963,0.00929875,0.0278963,0.00929875,0.0278963,0.00929875
172,6186.54,1.01701,0.55069,1.16512,0.88817,0.83333,0.88112,0.50647,1.13792,0.39584,1.3135,0.0278839,0.00929462,0.0278839,0.00929462,0.0278839,0.00929462,0.0278839,0.00929462
173,6222.71,1.01511,0.56892,1.16803,0.85543,0.82648,0.84495,0.51454,1.13317,0.39857,1.30517,0.0278715,0.0092905,0.0278715,0.0092905,0.0278715,0.0092905,0.0278715,0.0092905
174,6258.67,1.01365,0.55785,1.16818,0.84535,0.80718,0.82655,0.51378,1.14323,0.40493,1.31939,0.0278591,0.00928637,0.0278591,0.00928637,0.0278591,0.00928637,0.0278591,0.00928637
175,6294.73,1.01118,0.56247,1.16691,0.85445,0.80661,0.87327,0.53481,1.12824,0.40135,1.30629,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225
176,6330.76,1.0132,0.55119,1.16818,0.80623,0.79538,0.82284,0.52088,1.15217,0.42007,1.32834,0.0278344,0.00927812,0.0278344,0.00927812,0.0278344,0.00927812,0.0278344,0.00927812
177,6366.83,1.00723,0.56042,1.16175,0.8433,0.82083,0.8758,0.51759,1.13977,0.3998,1.30993,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
178,6402.78,1.01428,0.56015,1.15706,0.81088,0.75616,0.85582,0.51668,1.12682,0.3991,1.30488,0.0278096,0.00926988,0.0278096,0.00926988,0.0278096,0.00926988,0.0278096,0.00926988
179,6438.88,1.0066,0.55134,1.16144,0.81071,0.77946,0.82161,0.50644,1.13455,0.4101,1.3166,0.0277972,0.00926575,0.0277972,0.00926575,0.0277972,0.00926575,0.0277972,0.00926575
180,6474.87,1.0067,0.5577,1.16156,0.85103,0.75583,0.82259,0.52016,1.14159,0.4,1.32282,0.0277849,0.00926163,0.0277849,0.00926163,0.0277849,0.00926163,0.0277849,0.00926163
181,6510.88,1.00993,0.5544,1.16363,0.84476,0.85817,0.91042,0.5374,1.14318,0.40731,1.3232,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
182,6546.92,1.00858,0.55719,1.16098,0.81294,0.78105,0.82038,0.51087,1.15381,0.41689,1.31625,0.0277601,0.00925338,0.0277601,0.00925338,0.0277601,0.00925338,0.0277601,0.00925338
183,6582.9,1.00753,0.55439,1.16413,0.79185,0.84063,0.82078,0.51203,1.14353,0.38966,1.30846,0.0277477,0.00924925,0.0277477,0.00924925,0.0277477,0.00924925,0.0277477,0.00924925
184,6618.92,1.00469,0.55434,1.15973,0.83851,0.82351,0.83091,0.48037,1.1636,0.39807,1.31696,0.0277354,0.00924512,0.0277354,0.00924512,0.0277354,0.00924512,0.0277354,0.00924512
185,6654.98,1.00638,0.54793,1.16227,0.79353,0.79583,0.80296,0.49783,1.14895,0.38154,1.3177,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241
186,6691.01,0.99565,0.55185,1.15405,0.7953,0.80458,0.83251,0.53396,1.15421,0.3869,1.31914,0.0277106,0.00923688,0.0277106,0.00923688,0.0277106,0.00923688,0.0277106,0.00923688
187,6727.01,1.01754,0.54342,1.16505,0.86462,0.80748,0.85059,0.52109,1.15319,0.38572,1.30819,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275
188,6762.92,0.99819,0.54352,1.15717,0.93048,0.78236,0.83275,0.52531,1.14753,0.38745,1.30934,0.0276859,0.00922863,0.0276859,0.00922863,0.0276859,0.00922863,0.0276859,0.00922863
189,6799,1.00309,0.54857,1.16433,0.86301,0.80346,0.84786,0.51279,1.14142,0.39058,1.3184,0.0276735,0.0092245,0.0276735,0.0092245,0.0276735,0.0092245,0.0276735,0.0092245
190,6835.04,0.98743,0.54772,1.15646,0.8638,0.82083,0.82057,0.49343,1.14905,0.38402,1.30307,0.0276611,0.00922038,0.0276611,0.00922038,0.0276611,0.00922038,0.0276611,0.00922038
191,6871.06,1.00109,0.54438,1.15809,0.87451,0.77083,0.8806,0.50696,1.15523,0.39355,1.33922,0.0276487,0.00921625,0.0276487,0.00921625,0.0276487,0.00921625,0.0276487,0.00921625
192,6907.09,1.01222,0.55548,1.16556,0.80905,0.83532,0.82569,0.48463,1.18092,0.38742,1.36519,0.0276364,0.00921212,0.0276364,0.00921212,0.0276364,0.00921212,0.0276364,0.00921212
193,6943.16,1.00393,0.55382,1.1596,0.89104,0.82083,0.82766,0.48589,1.15415,0.39577,1.34091,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
194,6979.17,0.99362,0.54532,1.16446,0.74926,0.89229,0.88156,0.51034,1.1608,0.39119,1.34768,0.0276116,0.00920388,0.0276116,0.00920388,0.0276116,0.00920388,0.0276116,0.00920388
195,7015.16,0.9921,0.54993,1.15444,0.88453,0.83828,0.89943,0.52651,1.15557,0.3896,1.33503,0.0275992,0.00919975,0.0275992,0.00919975,0.0275992,0.00919975,0.0275992,0.00919975
196,7051.13,0.99648,0.55572,1.15277,0.73612,0.8371,0.79142,0.47744,1.14656,0.396,1.32867,0.0275869,0.00919562,0.0275869,0.00919562,0.0275869,0.00919562,0.0275869,0.00919562
197,7087.32,0.99809,0.54962,1.16416,0.83712,0.9,0.88183,0.54371,1.14189,0.39364,1.315,0.0275745,0.0091915,0.0275745,0.0091915,0.0275745,0.0091915,0.0275745,0.0091915
198,7123.3,1.00587,0.55034,1.15891,0.8755,0.82623,0.90326,0.54051,1.1412,0.39349,1.31635,0.0275621,0.00918738,0.0275621,0.00918738,0.0275621,0.00918738,0.0275621,0.00918738
199,7159.3,0.99734,0.54103,1.15091,0.86664,0.79938,0.86635,0.54773,1.13602,0.37916,1.31489,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325
200,7195.44,0.98945,0.5444,1.1507,0.84073,0.80745,0.84127,0.48119,1.14692,0.38906,1.3252,0.0275374,0.00917912,0.0275374,0.00917912,0.0275374,0.00917912,0.0275374,0.00917912
201,7231.61,0.99641,0.55074,1.15909,0.83596,0.82255,0.8864,0.50903,1.14523,0.39502,1.32742,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
202,7267.74,0.99141,0.54037,1.16099,0.82636,0.77929,0.83849,0.53229,1.12512,0.40314,1.31762,0.0275126,0.00917088,0.0275126,0.00917088,0.0275126,0.00917088,0.0275126,0.00917088
203,7303.8,0.98407,0.53424,1.15101,0.83663,0.79636,0.83862,0.52936,1.1286,0.39776,1.32584,0.0275002,0.00916675,0.0275002,0.00916675,0.0275002,0.00916675,0.0275002,0.00916675
204,7339.77,0.9842,0.54841,1.15129,0.78281,0.80833,0.82817,0.51736,1.14735,0.39998,1.32774,0.0274879,0.00916263,0.0274879,0.00916263,0.0274879,0.00916263,0.0274879,0.00916263
205,7375.83,0.98088,0.5305,1.15126,0.78003,0.84188,0.87918,0.48691,1.16308,0.39814,1.33061,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
206,7411.81,0.98691,0.54037,1.1509,0.74355,0.82083,0.8057,0.49242,1.1431,0.39556,1.32376,0.0274631,0.00915438,0.0274631,0.00915438,0.0274631,0.00915438,0.0274631,0.00915438
207,7447.9,0.9967,0.54318,1.16128,0.90775,0.79411,0.85917,0.52461,1.1425,0.38745,1.33041,0.0274507,0.00915025,0.0274507,0.00915025,0.0274507,0.00915025,0.0274507,0.00915025
208,7483.88,0.98668,0.53996,1.15535,0.84179,0.82947,0.85389,0.52797,1.14326,0.39931,1.33567,0.0274384,0.00914613,0.0274384,0.00914613,0.0274384,0.00914613,0.0274384,0.00914613
209,7519.93,0.98447,0.54571,1.15343,0.82211,0.83038,0.86414,0.48092,1.15701,0.40397,1.33939,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
210,7555.98,0.98285,0.53466,1.14109,0.84972,0.8172,0.85936,0.51049,1.1515,0.388,1.33629,0.0274136,0.00913788,0.0274136,0.00913788,0.0274136,0.00913788,0.0274136,0.00913788
211,7591.91,0.97956,0.5369,1.15155,0.81461,0.87096,0.86374,0.48657,1.13338,0.39036,1.31987,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375
212,7627.99,0.98134,0.5425,1.15167,0.8154,0.81197,0.85265,0.46671,1.13882,0.40324,1.33099,0.0273889,0.00912963,0.0273889,0.00912963,0.0273889,0.00912963,0.0273889,0.00912963
213,7664.06,0.97723,0.55027,1.1523,0.83331,0.79468,0.82147,0.45571,1.14785,0.41507,1.33173,0.0273765,0.0091255,0.0273765,0.0091255,0.0273765,0.0091255,0.0273765,0.0091255
214,7700.17,0.97597,0.5258,1.14451,0.75914,0.85293,0.8841,0.49337,1.14336,0.41137,1.32697,0.0273641,0.00912138,0.0273641,0.00912138,0.0273641,0.00912138,0.0273641,0.00912138
215,7736.15,0.98209,0.55174,1.15382,0.83511,0.79468,0.84865,0.48571,1.13576,0.39794,1.32105,0.0273517,0.00911725,0.0273517,0.00911725,0.0273517,0.00911725,0.0273517,0.00911725
216,7772.27,0.9915,0.55421,1.15562,0.83368,0.7816,0.83666,0.50041,1.14491,0.42387,1.33048,0.0273394,0.00911312,0.0273394,0.00911312,0.0273394,0.00911312,0.0273394,0.00911312
