epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,222.216,0,34.4346,0,0,0,0,0,0,62.0062,0,0.000364455,0.000364455,0.000364455
2,466.621,0,27.2946,0,0,0,0,0,0,57.1303,0,0.0005893,0.0005893,0.0005893
